"","Dolphin.ID","Dolphin.Name","Temporary.Dolphin.Ind","Sex","Sex.Certainty","Mother.ID","Father.ID","Father.ID.Certainty","Father.Notes","Haplotype","Haplotype.Certainty","Haplotype.Kin.ID.Based.On","Haplotype.Kin.DNA.Sample.Based.On","Haplotype.Researcher","Haplotype.Notes","Birth.Date.Accuracy","Birth.Date","Birth.Date.Earliest","Birth.Date.Latest","Birth.Date.Primary.Reason","Birth.Date.Secondary.Reason","Birth.Date.Primary.Assigner","Birth.Date.Secondary.Assigner","Birth.Notes","Death.Date.Accuracy","Death.Date","Death.Date.Primary.Reason","Death.Date.Secondary.Reason","Death.Date.Calc.Type","Death.Date.Primary.Assigner","Death.Date.Secondary.Assigner","Death.Notes","Weaning.Date.Accuracy","Weaning.Date","Weaning.Date.Primary.Reason","Weaning.Date.Secondary.Reason","Weaning.Date.Calc.Type","Weaning.Date.Primary.Assigner","Weaning.Date.Secondary.Assigner","Weaning.Age.Known","Weaning.Notes","Last.Seen.Year","Dolphin.Notes"
"58","ORY","ORYX","False","MALE","HIGH","IBX","YOB","HIGH","SNPs both parents.","D","","",NA,"","","MONTH ESTIMATE",2002-11-01,"","","SPRING SUMMER YOY","","JM","","NO SIZE INFO","","","","","","","","","WEEK ESTIMATE","2006-10-19","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","YES","IBX HAD HYR A FEW MONTHS AFTER WEANING",2006,""
"59","PHD","PINHEAD","False","MALE","HIGH","PHA","","","haplotype assigned based on haplotype of mother","A","","",NA,"","","DAY ESTIMATE",1997-11-01,"","","INFANT FIRST SIGHT","","MRH","","LOOKS ABOUT 1 WK.","","","","","","","","","WEEK ESTIMATE","2003-03-22","REDUCED MC ASSOCIATION","SIBLING BIRTH","MIDPOINT","JM","","YES","MOM WITHOUT CALF >50% IS THE DATE OF THE BIRTH OF THE NEXT CALF (PST)",2004,""
"60","PIL","PILLOW","False","","","BLK","","","maternal relative","A","","",NA,"","","MONTH ESTIMATE",2008-01-01,"","","INFANT FIRST SIGHT","","JM","","~5 moths old, looks healthy, df erect, no waves, no fetal lines, too small for a 1-Nov-07 bday","","","","","","","","","MONTH ESTIMATE","2011-09-21","","","MIDPOINT","SAS","","YES","Midpoint btw PIL last bp and DOA bday; BLK with DOA 28-Nov-11 and PIL without BLK 10-Dec-11",NA,""
"61","PKP","PORKPIE","False","UNKNOWN","","MIS","","","maternal relative","E","","",NA,"","","MONTH ESTIMATE",2005-11-01,"2005-09-01","2006-02-01","SPRING SUMMER YOY","","EK","","only one sighting and must have been yoy but no notes on size.","YEAR ESTIMATE","2008-02-09","UNCERTAIN SURVIVAL STATUS PREWEANING","GAP","MIDPOINT","JM","","Only one sighting of pkp. Survival status uncertain and no ID photo to assist.","","","","","","","","","",NA,"We do not have a good photo so nothing in ddfic and survival to weaning not known because of gap."
"62","PLG","PELLEGRINO","False","UNKNOWN","","BRT","","","","","","",NA,"","","YEAR ESTIMATE",2004-11-01,"2002-11-01","2004-11-01","","","SAS","","no age information","YEAR ESTIMATE","2009-05-01","UNCERTAIN SURVIVAL STATUS PREWEANING","RARELY SIGHTED","DEFAULT DATE","JM","","PLG only seen once and was an older calf so probably survived to weaning as would have been at least 2, but DF is too subtle to rule out sightings thereafter if PLG changed.","","","","","","","","","",NA,""
"63","POF","POOF","False","MALE","HIGH","GAF","","","","","","",NA,"","","MONTH ESTIMATE",2006-11-01,"","","INFANT FIRST SIGHT","","JM","","1.5-2 yrs old","","","","","","","","","MONTH ESTIMATE","2011-05-01","SIBLING BIRTH","","DEFAULT DATE","JM","","YES","GAF had GAU in late 2011 even though large gap in sightings.",NA,""
"64","POU","POUT","False","MALE","HIGH","SHO","SKE","","","E","","",NA,"","","MONTH ESTIMATE",2001-12-01,"","","INFANT FIRST SIGHT","","CF","","CF: FROM PHOTO, CALF LOOKS SAME SIZE AS MSL ON 9JAN03","","","","","","","","","MONTH ESTIMATE","2005-08-24","REDUCED MC ASSOCIATION","SIBLING BIRTH","MIDPOINT","","","YES","NEED 2005 DATA",2004,""
"65","PRR","PURR","False","UNKNOWN","","MEO","","","","","","",NA,"","","YEAR ESTIMATE",2007-11-01,"2006-11-01","2008-11-01","","","JM","","","","","","","","","","","MONTH ESTIMATE","2011-08-01","SIBLING BIRTH","","OTHER","JM","","YES","Sibling GWL huge in 2012 so PRR weaned before GWL bday.",NA,"mas and ek estimated 1-2 yrs old in oct 09."
"66","PRS","PARIS","False","FEMALE","HIGH","AMP","","","","A","","",NA,"","","MONTH ESTIMATE",2002-11-01,"2002-09-01","2003-01-01","","","JM","","sighted by RCC 21-Oct-03, looks like a yoy based on pictures-JM","YEAR ESTIMATE","2015-05-01","OVER 3 YEARS","","DEFAULT DATE","MHM","JM","","MONTH ESTIMATE","2005-05-01","REDUCED MC ASSOCIATION","","DEFAULT DATE","JM","","YES","PRS could have been weaned a few months earlier but did not want to use midpoint as that is too early.",NA,""
"67","PSS","PRESS","False","MALE","HIGH","PZZ","","","","","","",NA,"","","YEAR ESTIMATE",2006-11-01,"2004-11-01","2007-11-01","","","JM","","","","","","","","","","PSS sighted 2016","YEAR ESTIMATE","2011-02-09","GAP","GAP","MIDPOINT","JM","","NO","PZZ with males in 2012 but gap from 2009 to 2012.",NA,"ek estimated 2.5-3 yrs in 2009. PZZ"
"68","RAG","RANG","False","MALE","HIGH","BOM","RSP","LOW","Based on one parent SNPs.","H","","",NA,"","","WEEK ESTIMATE",2004-10-20,"","","INFANT FIRST SIGHT","","AKC","JM","NEWBORN CALF WITH FETAL FOLDS - INFANT FIRST SITE SHEET (F6089-6140 - ENTIRE SURVEY)","","","","","","","","","MONTH ESTIMATE","2008-04-15","","","","JM","","YES","3H FOCAL 5-AUG-07 AND RAG ATB BUT NOT SUCCESSFUL, BUT W MUM IN JAN 2008",2007,""
"69","RAW","RAW","False","","","RSH","","","haplotype assigned based on haplotype of mother","H","","",NA,"","","MONTH ESTIMATE",1997-11-01,"","","SPRING SUMMER YOY","","MRH","","YOY","YEAR ESTIMATE","2000-01-24","RARELY SIGHTED","GAP","","JM","","","","","","","","","","","",1998,""
"70","RDC","RADICAL","False","FEMALE","HIGH","GRV","PIK","HIGH","SNPs both parents.","D","","",NA,"","","WEEK ESTIMATE",2006-04-01,"","","INFANT FIRST SIGHT","","JM","","LESS THAN 2 MOS. FETAL LINES","","","","","","","","RDC Alive","YEAR ESTIMATE","2009-09-15","SIBLING BIRTH","","OTHER","SAS","","NO","",2006,""
"71","RGM","RAGTIME","False","","","REG","","","maternal relative","D","","",NA,"","","YEAR ESTIMATE",1992-11-01,"","","GAP","","JM","","COULD BE CONFUSION B/W LISTEN AND RAGTIME. NOT SURE IF SAME OR DIFFERENT CALF.","","","SIGHTING RECORD POOR","BIRTH DATE UNCERTAIN","","JM","","","","","","","","","","NO","",1993,""
"72","RSR","ROSE RED","False","UNKNOWN","","SNW","","","","","","",NA,"","","YEAR ESTIMATE",2002-11-01,"2001-11-01","2002-11-01","","","JM","","","","","UNCERTAIN SURVIVAL STATUS PREWEANING","","","","","","","","","","","","","NO","",NA,"JM estimated less than 2 years based on photo"
"73","RTA","RASTA","False","UNKNOWN","","REG","","","maternal relative","D","","",NA,"","","MONTH ESTIMATE",1995-11-01,"1995-09-01","1996-01-01","INFANT FIRST SIGHT","SPRING SUMMER YOY","JM","","PB said YOY at 1st sight but no other details.","YEAR ESTIMATE","1998-05-01","","SIBLING BIRTH","DEFAULT DATE","JM","","Reggae estimated to have gotten pregnant with Rumba by Nov97 and could have weaned RTA in 1998.","","","","","","","","","",NA,"We delayed on adding RASTA because of confusion with PB data which is not in the survey file. Need to add PB data as miscellaneous observations."
"74","RUM","RUMBA","False","MALE","HIGH","REG","","","","D","","",NA,"","","YEAR ESTIMATE",1998-11-01,"","","GAP","","JM","","FOLLOW OF RUMBA REGGAE FROM SKIPJACK POINT18-OCT-99 (JM); IF MEY BORN 2001, THEN BORN LATE 1998? REMEMBER THINKING WAS YOY- BUT THEN WOULD BE 3Y INTERVAL.","YEAR ESTIMATE","2007-05-01","OVER 3 YEARS","","DEFAULT DATE","EK","JM","Could have changed fin.","YEAR ESTIMATE","2001-10-01","REDUCED MC ASSOCIATION","","","JM","","YES","DATE IS BASED ON LAST FOLLOW OF RUM AND FIRST FOLLOW OF MEY - SINCE I DON'T HAVE ALL THE PERON DATA",2003,""
"75","SHB","SCHUBERT","False","FEMALE","HIGH","SCH","","","maternal relative","H","","",NA,"","","MONTH ESTIMATE",2003-11-01,"","","SPRING SUMMER YOY","","RCC","","YOY","","","","","","","","","YEAR ESTIMATE","2007-10-21","SIBLING BIRTH","","","","","NO","MIDPOINT BETWEEN SIB BIRTH AND LAST SIGHT TOGETHER",2006,""
"76","SIF","SKIFF","False","","","LIF","","","","","","",NA,"","","MONTH ESTIMATE",2003-11-01,"","","SPRING SUMMER YOY","","JM","","NO MENTION OF SIZE","WEEK ESTIMATE","2004-11-01","SIBLING BIRTH","","","JM","","SIF must have died soon after last sighting for mother to become pregnant with Lance","","","","","","","","DIED PREWEANING","",2004,""
"77","SIT","SPIRIT","False","MALE","HIGH","PHA","NAT","LOW","SNPs one parent","A","","",NA,"","","MONTH ESTIMATE",2003-11-01,"","","SPRING SUMMER YOY","","BLS","","CHECK BLS 04 DATA. First sighting should be 30-May-2004 by BLS.","","","","","","","","","MONTH ESTIMATE","2007-09-16","REDUCED MC ASSOCIATION","SIBLING BIRTH","MIDPOINT","JM","","YES","CHECCONIS SAW OPERA ON DEC 22, 2007 SO ASSUME SPIRIT WEANED BEFORE!",2006,"first sighting by JJW"
"78","SKP","SKIP","False","","","JUM","","","haplotype assigned based on haplotype of mother","D","","",NA,"","","YEAR ESTIMATE",1997-11-01,"","","MOTHER FIRST SIGHT WITH CALF","","JM","","NO MENTION OF SIZE; JUMP HERDED IN 00, SO CALF PROBABLY 2-3 YRS; <=SPRING 99-PROBABLY 97","MONTH ESTIMATE","2005-05-01","SIGHTED OFTEN PREVIOUSLY","","DEFAULT DATE","EK","JM","Distinctive fin.","YEAR ESTIMATE","2001-04-13","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","NO","BIRTHDATEUNKNOWN",2004,""
"79","SNV","SNIVELS","False","MALE","HIGH","WNG","RAS","HIGH","haplotype assigned based on haplotype of mother","D","","",NA,"","","MONTH ESTIMATE",2010-01-01,"2009-12-15","2010-01-15","","","EMP","","","","","","","","","","","MONTH ESTIMATE","2012-04-05","","","MIDPOINT","SAS","","YES","",NA,"estimated 4-5 mos at first sight"
"80","SSH","SPLASH","False","MALE","HIGH","RSH","","","haplotype assigned based on haplotype of mother","H","","",NA,"","","MONTH ESTIMATE",2001-11-01,"","","SPRING SUMMER YOY","","JM","","YOY 2002","MONTH ESTIMATE","2011-05-01","SIGHTED OFTEN PREVIOUSLY","","DEFAULT DATE","EK","JM","","MONTH ESTIMATE","2005-03-06","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","YES","SAW RSH W/OUT SSH FOR LONG TIME DURING CHESTER FOLLOW",2004,""
"81","STA","STARLET","False","MALE","HIGH","PEG","REA","HIGH","SNPs and microsats same result.","A","","",NA,"","","DAY ESTIMATE",2003-01-01,"","","INFANT FIRST SIGHT","","AS","","CALF ESTIMATED TO BE 1-2 DAYS OLD","","","","","","","","","DAY ESTIMATE","2008-07-16","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","YES","",2007,""
"82","SVY","SAVORY","False","UNKNOWN","","UMM","","","maternal relative","E","","",NA,"","","YEAR ESTIMATE",2004-11-01,"2004-11-01","2005-11-01","","","JM","","","","","","","","","","Unsure whether SVY survived because of large gap in UMM sightings","YEAR ESTIMATE","2009-01-17","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","NO","",NA,"looks like a 2004 or 2005 birth based on photos (JM)"
"83","TDO","TORNADO","False","FEMALE","HIGH","TOR","RSP","LOW","Based on information from halfsiblings with known mothers","E","","",NA,"","","MONTH ESTIMATE",2002-11-01,"2002-10-01","2003-01-01","INFANT FIRST SIGHT","","EK","JM","no age info but mom with males 27-Sep-01","","","","","","","","","MONTH ESTIMATE","2006-02-21","REDUCED MC ASSOCIATION","","MIDPOINT","SAS","","YES","",NA,""
"84","TOM","TOM THUMB","False","","","THU","","","","","","",NA,"","","YEAR ESTIMATE",1996-11-01,"1995-11-01","1997-11-01","","","JM","","has cookie-like pd shark bite, about 4 years old; THU sighted 26-Jun-02 without calf","","","STOPPED SIGHTING POST WEANING","","","","","Could be at Peron. Images not great but shape is distinctive.","MONTH ESTIMATE","2002-01-13","","","MIDPOINT","SAS","","NO","",NA,""
"85","TSM","TOOTHSOME","False","UNKNOWN","","TST","","","maternal relative","A","","",NA,"","","YEAR ESTIMATE",2003-11-01,"","","","","JM","","","","","UNCERTAIN SURVIVAL STATUS PREWEANING","GAP","","","","Unsure whether TSM survived because of large gap in TST sightings","","","","","","","","NO","",NA,"looks large in photos (JM)"
"86","TTM","TANTRUM","False","FEMALE","HIGH","WNG","AJA","HIGH","SNPs both parents.","D","","",NA,"","","MONTH ESTIMATE",2006-11-01,"","","INFANT FIRST SIGHT","","QAG","","INFANT FIRST SIGHT SHEET","","","","","","","","","MONTH ESTIMATE","2009-06-01","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","YES","TTM NOT FAR FROM WNG, SO THINK SIGHTED VERY SOON AFTER WEANING.",2007,""
"87","TYH","TYPHOON","False","","","SKW","","","","","","",NA,"","","WEEK ESTIMATE",2002-12-01,"2002-11-01","2002-12-01","INFANT FIRST SIGHT","","AS","JM","CALF LOOKS TO BE YOY BUT NOT NEWBORN, WAD-SIZED, NO FETAL STRIPES, NORMAL SURFACINGS, PROLONGED BP; NEONATAL ASSESSMENT DONE. First seen 7-Mar-2003.","","","OVER 3 YEARS","GAP","DEFAULT DATE","JM","MHM","Last seen 07-Dec-2004. Mom being herded in Oct of 2004. Could have died just before or just after weaning. Note 2024 check potential match with CRT before assigning death date.","","","","","","","","NO","",2004,""
"88","VCN","VULCAN","False","MALE","HIGH","TST","HEL","HIGH","","A","","",NA,"","","YEAR ESTIMATE",2006-11-01,"2005-11-01","2006-11-01","SSSS","","EK","VF","MidIdentified so was given wrong bday. Seen in 2011 and a juvie. Offspring of TST.","","","","","","","","","YEAR ESTIMATE","2010-05-01","","","DEFAULT DATE","JM","","NO","VCN identified as offspring based on DNA. Never seen with TST but based on siblings we could estimate birth year and weaning year.",NA,""
"89","VLT","VAULT","False","FEMALE","HIGH","AMP","","","maternal relative. Note that first DNA sample likely either contaminated or ID error because initial sexing was incorrect.","A","","",NA,"","","MONTH ESTIMATE",2006-12-01,"2006-11-15","2007-11-01","","","JM","","estimated 2 yrs old in 2009. amp last sighted before calf birth in 2006","","","","","","","","","MONTH ESTIMATE","2011-04-26","","","MIDPOINT","SAS","","YES","Vault in bp with Amp 19-Oct-10 and without mom 1-Nov-11.  Amp was with males 19-Oct-10.",NA,""
"90","WAX","WAXING","False","UNKNOWN","","FMN","","","","","","",NA,"","","YEAR ESTIMATE",2008-11-01,"2006-11-01","2008-11-01","MOTHER FIRST SIGHT WITH CALF","","EK","","Calf was large at first sighting and was weaned that year so could have been 3-5 years old.","","","","","","","","","MONTH ESTIMATE","2012-05-01","SIBLING BIRTH","","DEFAULT DATE","EK","","NO","Weaning date is good but birthdate is uncertain. Mother had new calf later that year.",NA,""
"91","WDC","WOODCHIP","False","","","CED","","","","","","",NA,"","","MONTH ESTIMATE",2008-11-01,"","","INFANT FIRST SIGHT","","JM","","yoy, no fetal stripes, in bp, dorsal erect","","","UNCERTAIN SURVIVAL STATUS PREWEANING","","","","","CED sighted 23Jun11 by JM EMP but in large group so WDC could have been there and is weaned or dead.","","","","","","","","","",NA,""
"92","WHN","WHINE","False","FEMALE","HIGH","WNG","","","","D","","",NA,"","","MONTH ESTIMATE",2002-11-01,"","","SPRING SUMMER YOY","","JM","","NO SIZE INFORMATION","","","","","","","","","MONTH ESTIMATE","2005-11-11","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","YES","CHECK 2006 DATE",2007,""
"93","WHR","WHISPER","False","UNKNOWN","","SHO","","","haplotype assigned based on haplotype of mother","E","","",NA,"","","DAY ESTIMATE",2009-11-03,"2009-10-31","2009-11-04","","","MAS","","","","","","","","","","","WEEK ESTIMATE","2013-08-26","","","MIDPOINT","EK","JM","YES","",NA,"lumpy, echelon, fin not fully erect so gave assume its one day old, very synch with mum"
"94","ASY","ASTRAY","False","MALE","HIGH","AMO","","","","E","","",NA,"","","WEEK ESTIMATE",2013-01-01,"2012-12-15","2013-01-15","","","JM","","","","","","","","","","","MONTH ESTIMATE","2016-05-01","GAP","","DEFAULT DATE","JM","","YES","ASY last seen in bp on 18Sep15 by EK, also last sighting of AMO; ASY seen 25Aug18 by TCC; think AMO died and ASY orphaned. As we saw AMO every year the estimated weaning date is 2016.",NA,"JM estimated 4-5 mos old; range 15-dec12 to 15jan13"
"95","AZU","AZURE","False","MALE","HIGH","IND","","","","H","","",NA,"","","MONTH ESTIMATE",2012-11-01,"2012-09-15","2012-12-01","","","MMW","","approx 1 year (MMW) but a little younger based on sighting record for IND (JM); Entered by CBK","","","","","","","","","MONTH ESTIMATE","2016-01-03","","","MIDPOINT","EK","","YES","",NA,""
"96","BBN","BLUEBONE","False","MALE","HIGH","SPE","","","happlotype based on haplotype of mother","H","","",NA,"","","MONTH ESTIMATE",2012-11-01,"","","","","EMP","","seen on 9-Jul-2013 looking very small and healthy","","","","","","","","","MONTH ESTIMATE","2016-12-03","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","YES","SPE might have been pregnant in 2016 and weaned BBN late 2016 or lost calf and weaned in 2017.",NA,""
"97","BLM","BLIMEY","False","FEMALE","HIGH","BSS","URC","HIGH","SNPs both parents.","A","","",NA,"","","DAY ESTIMATE",2011-11-20,"","2011-11-21","","","EK","","","","","","","","","","","DAY ESTIMATE","2015-06-03","REDUCED MC ASSOCIATION","","MIDPOINT","EK","JM","YES","",NA,"looked to be born 20-Nov-11 late night/21-Nov-11 early morning on 22-Nov-11-EK"
"98","BOR","BORIS","False","FEMALE","HIGH","BOM","RIC","LOW","Based on information from halfsiblings with known mothers","H","HIGH","",NA,"VF","","DAY ESTIMATE",2012-10-14,"","","","","EK","","","","","","","","","","","DAY ESTIMATE","2018-06-23","END BP","REDUCED MC ASSOCIATION","MIDPOINT","JM","","YES","Seen 16Jun18 in bp by JM; Both BOM and BOR seen in 28Jun18 JM PUB follow but at different times; BOR seen without BOM 15May19 by TCC VF",NA,"about 1 week old, lumpy, df erect"
"99","BUE","BUENAS","False","","","NOC","","","","","","",NA,"","","MONTH ESTIMATE",2013-07-15,"2013-06-15","2013-08-15","INFANT FIRST SIGHT","","JM","EK","mother last seen 23Jun11, EK estimated 3 months on 18Nov13, JM estimated 3-5 months on photos","","","","","","","","","MONTH ESTIMATE","2018-05-01","STOPPED SIGHTING POST WEANING","","DEFAULT DATE","JM","VF","YES","last seen with mom 31-May-17, mom seen without BUE 15-Nov-19 so given default date",NA,""
"100","BZD","BLIZZARD","False","FEMALE","HIGH","TOR","","","Maternal relative","E","","",NA,"","","MONTH ESTIMATE",2013-11-01,"2013-10-01","2013-12-01","SPRING SUMMER YOY","","JM","","looks like a yoy (JM)","","","","","","","","","WEEK ESTIMATE","2017-06-11","REDUCED MC ASSOCIATION","","MIDPOINT","EK","","YES","Last with mom 1Jun17 not with mom on 22Jun17",NA,""
"101","CBT","CABOT","False","UNKNOWN","","TST","","","maternal relative","A","","",NA,"","","MONTH ESTIMATE",2011-11-01,"","","","","EK","","","","","","","","","","","MONTH ESTIMATE","2016-07-18","REDUCED MC ASSOCIATION","GAP","MIDPOINT","JM","","YES","",NA,"yoy"
"102","COW","COWBOY","False","UNKNOWN","","MAV","","","","","","",NA,"","","WEEK ESTIMATE",2011-10-01,"2011-09-01","2011-10-15","INFANT FIRST SIGHT","","EK","","No fetal lines. Looks about 3 months old based on photos.","","","GAP","","","","","Mother seen every few years so gap in sightings.","","","","","","","","","",NA,""
"103","CRL","CORNELIUS","False","UNKNOWN","","THU","","","","","","",NA,"","","MONTH ESTIMATE",2011-11-01,"","","","","JM","","","","","RARELY SIGHTED","","","","","Distinctive fin but at Peron so could be on west side of Peron.","MONTH ESTIMATE","2014-08-29","","STOPPED SIGHTING POST WEANING","MIDPOINT","EK","JM","NO","Reduced MC association",NA,"yoy"
"104","CSN","CONSTANCE","False","UNKNOWN","","CTY","","","","","","",NA,"","","MONTH ESTIMATE",2013-11-01,"2013-11-01","2014-05-01","SPRING SUMMER YOY","","EK","","~ 1yr had no folds or stripes, df erect, weight and surfacing normal, most synchrony with mom, bp 1-5 min no ech or eye, Ctr, max distance from mom 2 predominant bp","","","","","","","","","YEAR ESTIMATE","2017-07-24","REDUCED MC ASSOCIATION","SIBLING BIRTH","MIDPOINT","JM","","YES","CSN could have been weaned in 2018 so put year estimate.",NA,""
"105","CTT","CANTATA","False","MALE","HIGH","CAD","","","","","","",NA,"","","MONTH ESTIMATE",2012-11-01,"2012-07-01","2012-12-01","","","MMW","","","","","","","","","","","MONTH ESTIMATE","2017-12-13","END BP","REDUCED MC ASSOCIATION","MIDPOINT","JM","","YES","Last seen BP 19May17 and then not together 9Jul18.",NA,"large yoy or maximum 1 year old, smaller than MAZ; entered by CBK"
"106","DCH","DRENCH","False","FEMALE","HIGH","SOG","","","haplotype assigned based on haplotype of mother","A","","",NA,"","","WEEK ESTIMATE",2011-02-15,"","","","","JM","","","","","","","","","","","DAY ESTIMATE","2014-10-15","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","YES","SOG DCH not seen earlier in 2014",NA,"CCC sighted 18-Mar-11 and said that calf was swimming near the eye or dorsal fin; fetal lines visible in photos"
"107","DEU","DEUCE","False","MALE","HIGH","DUR","RAS","HIGH","paternity based on snps","","","",NA,"","","DAY ESTIMATE",2011-11-21,"","2011-11-22","","","EK","","","","","","","","","","","MONTH ESTIMATE","2015-07-23","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","YES","",NA,"looked to be 1-2 days old"
"108","DIP","DIPPER","False","UNKNOWN","","GLX","","","","","","",NA,"","","MONTH ESTIMATE",2012-05-02,"2011-11-01","2012-11-01","MOTHER FIRST SIGHT WITH CALF","","CBK","","first sighted 13-Jul-2014 est 1.5-2.5yrs (JM)","","","","","","","","","YEAR ESTIMATE","2015-08-31","GAP","STOPPED SIGHTING POST WEANING","MIDPOINT","JM","","NO","Last seen with mom 19-Jul-2014; mom seen 13-Oct-2016",NA,""
"109","DZZ","DRIZZLE","False","UNKNOWN","","SKW","","","","","","",NA,"","","WEEK ESTIMATE",2011-01-15,"","","","","JM","","","","","MOTHER CALF NOT SIGHTED SINCE","","","","","","","","","","","","","","",NA,"from CCC: no fetal folds or lines, seemed âroundishâ and healthy, no wavy trailing edge; surfacing normally, no chin slapping or corking; CCC estimated 2-3 months and JM agreed based on photos"
"110","EDM","EDAMAME","False","UNKNOWN","","UMM","","","Maternal relative","E","","",NA,"","","MONTH ESTIMATE",2011-11-01,"2011-09-01","2011-12-01","","","JM","","Given size of EDM at first sight and last sighting of UMM had to have been born by November 2011","","","","","","","","","MONTH ESTIMATE","2014-05-01","REDUCED MC ASSOCIATION","","DEFAULT DATE","JM","","YES","Used default date because using midpoint would have made calf too young at weaning.",NA,"EDM looks about 2 years old"
"111","EUH","EUCHRE","False","UNKNOWN","","KNG","","","","","","",NA,"","","MONTH ESTIMATE",2012-11-01,"2012-09-01","2012-12-01","","","MMW","","","","","","","","","","","YEAR ESTIMATE","2016-05-01","GAP","STOPPED SIGHTING POST WEANING","DEFAULT DATE","EK","JM","NO","EUH likely survived to weaning but there is a gap in sighting record so could have died preweaning.",NA,"approx 1 yr maximum at first sighting"
"112","EVN","EVIAN","False","FEMALE","HIGH","BRT","","","","","","",NA,"","","MONTH ESTIMATE",2013-01-01,"","","SPRING SUMMER YOY","","JM","","YOY looks about 6-8mos old","","","","","","","","","YEAR ESTIMATE","2016-05-01","MOTHER CALF NOT SIGHTED SINCE","","DEFAULT DATE","JM","","NO","last seen at age 2.7 so probably survived to age 3, given default weaning date",NA,"yoy, looks about 6-8 months"
"113","FAO","FARRO","False","FEMALE","HIGH","WHE","","","maternal relative","E","","",NA,"","","MONTH ESTIMATE",2012-02-01,"","","INFANT FIRST SIGHT","","EMP","","","","","","","","","","","MONTH ESTIMATE","2016-01-06","REDUCED MC ASSOCIATION","","MIDPOINT","JM","","YES","",NA,"yoy, smaller than KSE"
"114","FCH","FINCH","False","MALE","HIGH","ATC","TRN","LOW","Based on information from halfsiblings with known mothers","","","",NA,"","","MONTH ESTIMATE",2011-11-01,"2011-09-01","2012-02-01","SPRING SUMMER YOY","","JM","","ATCs calf (2012); sighted during 29-Oct-12 survey but unsure if it was present during 7-Jul-12 survey (may have been one of the yoys that joined the group) JM gave default date","","","","","","","","","YEAR ESTIMATE","2016-05-01","","","DEFAULT DATE","JM","","NO","Finch could have been weaned later. Atticus not seen since.",NA,""
"115","FIA","FIASCO","False","MALE","HIGH","HPP","","","","","","",NA,"","","YEAR ESTIMATE",2012-11-01,"2011-11-01","2012-11-01","GAP","","JM","","larger than MRQ on 15-Jul-2014 sighting","","","","","","","","","MONTH ESTIMATE","2017-01-22","REDUCED MC ASSOCIATION","","MIDPOINT","EK","","YES","",NA,""
"116","FTA","FANTASIA","False","MALE","HIGH","FRL","FRE","HIGH","haplotype assigned based on haplotype of mother","E","","",NA,"","","WEEK ESTIMATE",2011-12-15,"","","","","SAS","","CCC mentioned that the calf looked small, no fetal lines visble in photos","","","","","","","","","MONTH ESTIMATE","2016-06-01","SIBLING BIRTH","","OTHER","JM","","YES","Since FRL had FRC in late 2016, must have weaned soon after last sighting in 2016.",NA,""
"117","GAU","GAUCHE","False","UNKNOWN","","GAF","","","","","","",NA,"","","YEAR ESTIMATE",2012-11-01,"2012-06-28","2012-12-28","GAP","","EK","","2.5-3 yrs old","","","","","","","","","MONTH ESTIMATE","2015-12-08","SIBLING BIRTH","","MIDPOINT","JM","","YES","GAF with POF in late 2010, probably weaned POF in 2011 when pregnant with GAU, GAU born late 2011 and weaned during pregnancy with next calf.",NA,""
"118","GNZ","GONZO","False","UNKNOWN","","MIS","","","maternal relative","E","","",NA,"","","MONTH ESTIMATE",2013-11-01,"2013-09-01","2014-01-01","SPRING SUMMER YOY","","EK","","2 YRS OLD, LOOKED OLDER THAN NNA. EK SPOKE TO THERESA WHO SAW MIS IN 2014 WHO THOUGHT GNZ LOOKED OLDER THAN NNA BUT THOUGHT TO BE A YOY","","","","","","","","","YEAR ESTIMATE","2018-02-10","GAP","SIBLING BIRTH","MIDPOINT","VF","JM","NO","w/ mom 23-May-2016; next sibling born 1-Nov-2020.",NA,""
"119","GWL","GROWL","False","UNKNOWN","","MEO","","","","","","",NA,"","","MONTH ESTIMATE",2011-09-01,"2011-08-01","2011-12-01","INFANT FIRST SIGHT","SPRING SUMMER YOY","JM","","Even though GWL has appearance of fetal lines, the photos show a huge calf, clearly older than a year.","","","UNCERTAIN SURVIVAL STATUS PREWEANING","GAP","","","","Calf distinctive so could still be sighted.","","","","","","","","","",NA,"EK said looked 2-3 yrs old, but fetal lines visible in photo; JM says looks to big to be a yoy, need to look into this more"
